,ticker,dividendo,yeld,soma_yield_12m,rentabilidade,setor,valor,liquidezmediadiaria,pvp,p_vpa,ativos,numero_cotista
491,VGRI11,0.075,0.89,17.8,18.8649,Misto,7.65,621433.48,0.8875,,5,25753
492,VHFA11,0.15,1.42,7.17,1.9039,Misto,10.3,2031.09,1.0108,1.0107948969578018,0,80
493,VIDS11,16.0588,0.0,0.0,0.0,Fundo de Desenvolvimento,915.64,,1.2828,,14,199
494,VIFI11,0.07,1.01,0.0,5.145,Fundo de Fundos,6.96,30.26,0.8733,,14,5521
495,VIGT11,0.25,0.52,5.7,19.3023,,48.23,283094.78,0.0,,0,0
496,VILG11,0.82,0.83,9.99,9.9683,Imóveis Industriais e Logísticos,99.96,3090317.87,0.8831,0.8831168831168831,11,146610
497,VINO11,0.045,0.82,12.8,7.0333,Lajes Corporativas,4.98,592515.48,0.5035,0.5035389282103134,9,132895
498,VISC11,0.84,0.77,9.44,1.2563,Shoppings,108.64,4691645.91,0.9201,0.9201321250105869,31,341753
499,VIUR11,0.2067,3.5,15.52,12.4858,Misto,5.47,498064.57,0.7132,0.7131681877444589,1,39998
500,VJFD11,0.85,0.0,1.46,0.0,Papéis,145.0,290.0,0.8487,0.8486976880304361,39,103
501,VLIQ11,5.0419,0.0,0.0,0.0,Indefinido,0.0,,0.0,,14,8102
502,VLOL11,16.3034,0.0,0.0,0.0,Lajes Corporativas,88.0,160238.13,1.3791,0.7923644876643255,14,8102
503,VOTS11,0.71,0.89,9.49,7.5173,Papéis,81.86,3025.18,0.8745,0.8744792223053093,14,532
504,VPPR11,0.07,0.53,0.0,-10.2679,Lajes Corporativas,21.5,149529.39,0.5198,,2,32071
505,VRTA11,0.85,1.06,13.31,5.4489,Papéis,77.4,1307317.57,0.9105,0.9104811198682508,14,105897
506,VRTM11,0.09,1.22,16.08,18.6507,Misto,7.26,164171.87,0.7626,,12,12020
507,VSEC11,2.0489,0.0,0.0,0.0,Papéis,0.21,2.5,0.0033,,14,8102
508,VSHO11,0.68,0.88,11.68,6.7595,Shoppings,75.1,13787.13,0.6487,0.6487000086378163,3,2916
509,VSLH11,0.027,1.17,14.44,0.3839,Papéis,1.93,168849.52,0.1887,0.18866080156402737,14,63720
510,VTBL11,1.5446,0.0,0.0,0.0,Outros,0.0,,0.0,,9,1
511,VTLT11,1.2623,0.0,10.92,0.0,Imóveis Industriais e Logísticos,88.98,12462404.0,0.9827,0.9826615129762563,1,5533
512,VTPL11,0.7024,0.0,0.0,0.0,Papéis,64.25,66.0,0.5351,,2,125
513,VVCO11,11.16,0.0,0.0,0.0,Lajes Corporativas,14.98,45941.35,0.996,,4,2426
514,VVCR11,0.09,0.91,13.35,9.8414,Papéis,9.33,6887.13,0.8679,,14,2112
515,VVMR11,4.6,5.41,7.0,6.1501,Lajes Corporativas,84.99,2152.33,0.9485,,5,538
516,VVPR11,0.8923,0.89,0.0,14.4394,Misto,101.5,1249061.55,1.5907,1.0353973273487709,14,8102
517,VVRI11,0.35,0.39,4.97,0.0,Indefinido,90.0,526.75,0.9782,,2,148
518,VXXV11,273.35,0.0,0.0,0.0,Fundo de Desenvolvimento,745.0,27038657.29,1.4444,,1,14
519,WHGR11,0.1,1.03,13.19,13.5868,Indefinido,9.38,247737.65,0.9389,,1,15202
520,WPLZ11,0.37,0.73,11.17,12.8744,Shoppings,48.6,2099.71,0.8908,0.8907624633431085,1,1502
521,WSEC11,1.4551,0.0,715.34,0.0,Indefinido,1.41,1533.0,0.9592,,14,918
522,WTSP11B,0.05,0.09,27.19,0.0,Misto,36.0,3852.0,0.6769,0.4275026718916994,2,210
523,XLPR11,0.5,0.67,9.35,0.0,Papéis,69.13,33709.17,0.8704,,0,1414
524,XPCA11,0.11,1.27,17.48,17.0642,Indefinido,8.24,803559.35,0.846,0.8503611971104231,0,94161
525,XPCI11,0.88,1.02,14.01,8.499,Papéis,83.63,1421806.39,0.9337,0.9336831528413532,14,79600
526,XPCM11,0.02,0.2,0.0,-0.6747,Lajes Corporativas,8.47,41780.57,0.417,0.2916666666666667,1,16081
527,XPHT11,0.4051,0.93,10.11,15.3653,Hotéis,123.0,230869.59,0.6577,1.9483605258989387,14,1268
528,XPID11,0.75,1.43,13.92,17.4072,Indefinido,52.18,74934.0,0.0,,0,0
529,XPIE11,1.0,1.81,13.24,12.1193,Indefinido,54.18,802558.04,0.0,,0,0
530,XPIN11,0.85,1.21,13.69,-4.8342,Imóveis Industriais e Logísticos,70.13,669452.43,0.6778,0.6777809993234754,81,40163
531,XPLG11,0.82,0.79,10.11,1.1091,Imóveis Industriais e Logísticos,100.59,3791014.61,0.9487,0.948693765915307,25,337579
532,XPML11,0.92,0.85,10.81,4.8887,Shoppings,109.31,10758452.78,0.9896,0.9975360467238548,16,704717
533,XPPR11,0.07,0.53,4.38,-8.5456,Lajes Corporativas,12.54,78639.38,0.2067,0.2066578773895847,2,42867
534,XPSF11,0.07,1.03,12.97,16.3994,Fundo de Fundos,6.75,316993.91,0.8222,0.8221680876979293,14,109398
535,XTED11,11.16,,0.0,0.0,Lajes Corporativas,8.82,17641.88,0.6771,0.3147549407960945,1,4098
536,YUFI11,29.23,0.0,1.16,0.0,Fundo de Desenvolvimento,15.0,40.0,0.33,,11,57
537,YUFI11B,0.6331,0.0,0.0,0.0,Indefinido,0.0,,0.0,,0,0
538,ZAGH11,0.045,0.47,7.1,1.9093,Serviços Financeiros Diversos,9.44,132116.09,1.0129,,1,483
539,ZAVC11,0.12,1.31,18.16,7.3125,Indefinido,9.1,65581.22,0.8948,,1,730
540,ZAVI11,0.12,1.21,15.23,12.9657,Indefinido,9.97,56772.78,0.723,,9,2557
541,ZIFI11,3.305,0.0,0.0,0.0,Fundo de Desenvolvimento,900.0,899.5,0.5125,,14,89
